bus,name,base_kv,type,voltage_pu,angle_deg
647,SS2-2A-PV4-2,33.0,1,0.9972201585769653,29.702621459960938
648,SS2-2A-PV5-1,33.0,1,0.9971948862075806,29.703426361083984
649,SS2-2A-PV5-2,33.0,1,0.9971978664398193,29.703144073486328
650,SS2-2A-PV6-1,33.0,1,0.9971819519996643,29.703739166259766
651,SS2-2A-PV6-2,33.0,1,0.997186005115509,29.703386306762695
652,SS2-2B,33.0,1,0.995947003364563,29.76264190673828
653,SS2-2B-PV1-1,33.0,1,0.9959580898284912,29.75953483581543
654,SS2-2B-PV1-2,33.0,1,0.9959577918052673,29.759511947631836
655,SS2-2B-PV2-1,33.0,1,0.9960389733314514,29.76033592224121
656,SS2-2B-PV2-2,33.0,1,0.9960426688194275,29.760005950927734
657,SS2-2B-PV3-1,33.0,1,0.9959972500801086,29.761316299438477
658,SS2-2B-PV3-2,33.0,1,0.9960001707077026,29.76103973388672
659,SS2-2B-PV4-1,33.0,1,0.9959819316864014,29.76164436340332
660,SS2-2B-PV4-2,33.0,1,0.9959818720817566,29.761598587036133
661,SS2-2B-PV5-1,33.0,1,0.9959335923194885,29.761539459228516
662,SS2-2B-PV5-2,33.0,1,0.9959134459495544,29.76181411743164
663,SS2-2B-PV6-1,33.0,1,0.9959707856178284,29.761917114257812
664,SS2-2B-PV6-2,33.0,1,0.9959704875946045,29.76189422607422
665,SS2-3A,33.0,1,0.9955649971961975,29.78135108947754
666,SS2-3A-PV1-1,33.0,1,0.9956309199333191,29.779592514038086
667,SS2-3A-PV1-2,33.0,1,0.9956306219100952,29.779569625854492
668,SS2-3A-PV2-1,33.0,1,0.9956140518188477,29.779996871948242
669,SS2-3A-PV2-2,33.0,1,0.9956138134002686,29.77997398376465
670,SS2-3A-PV3-1,33.0,1,0.9956259727478027,29.779741287231445
671,SS2-3A-PV3-2,33.0,1,0.99562668800354,29.779624938964844
672,SS2-3A-PV4-1,33.0,1,0.9955556988716125,29.779808044433594
673,SS2-3A-PV4-2,33.0,1,0.9955564737319946,29.779691696166992
674,SS2-3A-PV5-1,33.0,1,0.9955955147743225,29.78048324584961
675,SS2-3A-PV5-2,33.0,1,0.9955962896347046,29.780366897583008
676,SS2-3A-PV6-1,33.0,1,0.99558424949646,29.780773162841797
677,SS2-3A-PV6-2,33.0,1,0.9955849647521973,29.780654907226562
678,SS2-3B,33.0,1,0.9946810603141785,29.77656364440918
679,SS2-3B-PV1-1,33.0,1,0.9946916699409485,29.776214599609375
680,SS2-3B-PV1-2,33.0,1,0.9946923851966858,29.776098251342773
681,SS2-3B-PV2-1,33.0,1,0.9946728348731995,29.77492904663086
682,SS2-3B-PV2-2,33.0,1,0.9946526885032654,29.775203704833984
683,SS2-3B-PV3-1,33.0,1,0.9946684241294861,29.775354385375977
684,SS2-3B-PV3-2,33.0,1,0.9946691989898682,29.775238037109375
685,SS2-3B-PV4-1,33.0,1,0.994702160358429,29.77593421936035
686,SS2-3B-PV4-2,33.0,1,0.9947028756141663,29.77581787109375
687,SS2-3B-PV5-1,33.0,1,0.9946929216384888,29.776180267333984
688,SS2-3B-PV5-2,33.0,1,0.9946936964988708,29.77606201171875
689,SS2-3B-PV6-1,33.0,1,0.9946864247322083,29.776369094848633
690,SS2-3B-PV6-2,33.0,1,0.9946871399879456,29.7762508392334
691,SS2-4A,33.0,1,0.9967361688613892,29.765316009521484
692,SS2-4A-PV1-1,33.0,1,0.9967775940895081,29.761493682861328
693,SS2-4A-PV1-2,33.0,1,0.9967493414878845,29.76180076599121
694,SS2-4A-PV2-1,33.0,1,0.9967501163482666,29.762405395507812
695,SS2-4A-PV2-2,33.0,1,0.9967508316040039,29.76228904724121
696,SS2-4A-PV3-1,33.0,1,0.996810257434845,29.763395309448242
697,SS2-4A-PV3-2,33.0,1,0.9968109726905823,29.76327896118164
698,SS2-4A-PV4-1,33.0,1,0.9967930912971497,29.763803482055664
699,SS2-4A-PV4-2,33.0,1,0.9967938661575317,29.76368522644043
700,SS2-4A-PV5-1,33.0,1,0.9968905448913574,29.761568069458008
701,SS2-4A-PV5-2,33.0,1,0.9968933463096619,29.76129913330078
702,SS2-4A-PV6-1,33.0,1,0.996760904788971,29.76191520690918
703,SS2-4A-PV6-2,33.0,1,0.9967406988143921,29.762189865112305
704,SS2-4B,33.0,1,0.9967733025550842,29.765283584594727
